ARMA_MAT_TXT_FN008
512 3
  -8.1259548167873663e-01  -8.1259522967879572e-01  -8.1259588711894382e-01
  -8.1259550632764666e-01  -8.1259522574209742e-01  -8.1259591024967470e-01
  -8.1259553062467149e-01  -8.1259522165553810e-01  -8.1259593423300180e-01
  -8.1259555464782829e-01  -8.1259521741243634e-01  -8.1259595910567528e-01
  -8.1259557847201047e-01  -8.1259521300594750e-01  -8.1259598490567175e-01
  -8.1259560216933457e-01  -8.1259520842903821e-01  -8.1259601167226203e-01
  -8.1259562580931599e-01  -8.1259520367447780e-01  -8.1259603944607584e-01
  -8.1259564945919216e-01  -8.1259519873481711e-01  -8.1259606826917086e-01
  -8.1259567318408821e-01  -8.1259519360237320e-01  -8.1259609818509981e-01
  -8.1259569704730850e-01  -8.1259518826921318e-01  -8.1259612923898361e-01
  -8.1259572111047884e-01  -8.1259518272713804e-01  -8.1259616147758018e-01
  -8.1259574543382640e-01  -8.1259517696766692e-01  -8.1259619494936164e-01
  -8.1259577007630368e-01  -8.1259517098202139e-01  -8.1259622970458689e-01
  -8.1259579509584456e-01  -8.1259516476110882e-01  -8.1259626579538158e-01
  -8.1259582054947510e-01  -8.1259515829550732e-01  -8.1259630327581878e-01
  -8.1259584649355865e-01  -8.1259515157544793e-01  -8.1259634220199994e-01
  -8.1259587298389113e-01  -8.1259514459079918e-01  -8.1259638263214384e-01
  -8.1259590007593219e-01  -8.1259513733104793e-01  -8.1259642462667003e-01
  -8.1259592782489187e-01  -8.1259512978528303e-01  -8.1259646824829712e-01
  -8.1259595628594106e-01  -8.1259512194217942e-01  -8.1259651356213025e-01
  -8.1259598551429979e-01  -8.1259511378997507e-01  -8.1259656063576602e-01
  -8.1259601556543348e-01  -8.1259510531645662e-01  -8.1259660953938906e-01
  -8.1259604649512640e-01  -8.1259509650893802e-01  -8.1259666034588118e-01
  -8.1259607835967951e-01  -8.1259508735424146e-01  -8.1259671313092874e-01
  -8.1259611121598196e-01  -8.1259507783867213e-01  -8.1259676797313640e-01
  -8.1259614512169409e-01  -8.1259506794800462e-01  -8.1259682495414676e-01
  -8.1259618013531110e-01  -8.1259505766745466e-01  -8.1259688415876086e-01
  -8.1259621631635581e-01  -8.1259504698165685e-01  -8.1259694567506702e-01
  -8.1259625372543320e-01  -8.1259503587464399e-01  -8.1259700959457271e-01
  -8.1259629242441711e-01  -8.1259502432981878e-01  -8.1259707601234032e-01
  -8.1259633247650975e-01  -8.1259501232993214e-01  -8.1259714502713387e-01
  -8.1259637394642303e-01  -8.1259499985705475e-01  -8.1259721674156316e-01
  -8.1259641690044282e-01  -8.1259498689255116e-01  -8.1259729126224245e-01
  -8.1259646140661612e-01  -8.1259497341705011e-01  -8.1259736869994637e-01
  -8.1259650753481205e-01  -8.1259495941041715e-01  -8.1259744916978238e-01
  -8.1259655535691289e-01  -8.1259494485172157e-01  -8.1259753279135949e-01
  -8.1259660494688568e-01  -8.1259492971921099e-01  -8.1259761968897204e-01
  -8.1259665638097422e-01  -8.1259491399027317e-01  -8.1259770999178527e-01
  -8.1259670973777576e-01  -8.1259489764140513e-01  -8.1259780383403235e-01
  -8.1259676509844070e-01  -8.1259488064817864e-01  -8.1259790135521559e-01
  -8.1259682254676269e-01  -8.1259486298520534e-01  -8.1259800270031868e-01
  -8.1259688216938253e-01  -8.1259484462609533e-01  -8.1259810802002397e-01
  -8.1259694405588057e-01  -8.1259482554342366e-01  -8.1259821747094152e-01
  -8.1259700829899340e-01  -8.1259480570868658e-01  -8.1259833121584535e-01
  -8.1259707499471823e-01  -8.1259478509226224e-01  -8.1259844942391823e-01
  -8.1259714424252993e-01  -8.1259476366336569e-01  -8.1259857227100685e-01
  -8.1259721614549318e-01  -8.1259474139000676e-01  -8.1259869993988731e-01
  -8.1259729081048993e-01  -8.1259471823893925e-01  -8.1259883262054000e-01
  -8.1259736834833696e-01  -8.1259469417561603e-01  -8.1259897051043462e-01
  -8.1259744887401586e-01  -8.1259466916413736e-01  -8.1259911381482586e-01
  -8.1259753250679390e-01  -8.1259464316719698e-01  -8.1259926274706329e-01
  -8.1259761937045616e-01  -8.1259461614603101e-01  -8.1259941752890841e-01
  -8.1259770959343169e-01  -8.1259458806035789e-01  -8.1259957839086872e-01
  -8.1259780330902265e-01  -8.1259455886832210e-01  -8.1259974557254067e-01
  -8.1259790065552762e-01  -8.1259452852643277e-01  -8.1259991932296827e-01
  -8.1259800177647612e-01  -8.1259449698949604e-01  -8.1260009990101623e-01
  -8.1259810682075762e-01  -8.1259446421055359e-01  -8.1260028757575531e-01
  -8.1259821594284798e-01  -8.1259443014081045e-01  -8.1260048262686602e-01
  -8.1259832930293885e-01  -8.1259439472956507e-01  -8.1260068534505614e-01
  -8.1259844706717355e-01  -8.1259435792413348e-01  -8.1260089603249808e-01
  -8.1259856940778186e-01  -8.1259431966977225e-01  -8.1260111500328169e-01
  -8.1259869650332295e-01  -8.1259427990959843e-01  -8.1260134258388672e-01
  -8.1259882853883747e-01  -8.1259423858450230e-01  -8.1260157911367714e-01
  -8.1259896570610812e-01  -8.1259419563306678e-01  -8.1260182494541389e-01
  -8.1259910820384373e-01  -8.1259415099146914e-01  -8.1260208044579219e-01
  -8.1259925623797158e-01  -8.1259410459339021e-01  -8.1260234599599945e-01
  -8.1259941002185654e-01  -8.1259405636991500e-01  -8.1260262199230104e-01
  -8.1259956977664793e-01  -8.1259400624943068e-01  -8.1260290884664699e-01
  -8.1259973573156297e-01  -8.1259395415752034e-01  -8.1260320698731037e-01
  -8.1259990812430294e-01  -8.1259390001684872e-01  -8.1260351685954890e-01
  -8.1260008720140442e-01  -8.1259384374704857e-01  -8.1260383892629884e-01
  -8.1260027321874606e-01  -8.1259378526459891e-01  -8.1260417366889559e-01
  -8.1260046644201189e-01  -8.1259372448269551e-01  -8.1260452158782659e-01
  -8.1260066714728663e-01  -8.1259366131112154e-01  -8.1260488320351509e-01
  -8.1260087562162830e-01  -8.1259359565610789e-01  -8.1260525905713543e-01
  -8.1260109216378951e-01  -8.1259352742018809e-01  -8.1260564971146365e-01
  -8.1260131708490024e-01  -8.1259345650204629e-01  -8.1260605575175582e-01
  -8.1260155070930640e-01  -8.1259338279635851e-01  -8.1260647778666562e-01
  -8.1260179337536398e-01  -8.1259330619363179e-01  -8.1260691644919303e-01
  -8.1260204543639181e-01  -8.1259322658002708e-01  -8.1260737239766589e-01
  -8.1260230726157145e-01  -8.1259314383717673e-01  -8.1260784631675886e-01
  -8.1260257923698065e-01  -8.1259305784200242e-01  -8.1260833891854112e-01
  -8.1260286176656571e-01  -8.1259296846651663e-01  -8.1260885094356539e-01
  -8.1260315527323512e-01  -8.1259287557761972e-01  -8.1260938316198272e-01
  -8.1260346019987739e-01  -8.1259277903688554e-01  -8.1260993637469847e-01
  -8.1260377701046416e-01  -8.1259267870034879e-01  -8.1261051141455709e-01
  -8.1260410619105539e-01  -8.1259257441827526e-01  -8.1261110914756551e-01
  -8.1260444825087486e-01  -8.1259246603492952e-01  -8.1261173047414725e-01
  -8.1260480372327137e-01  -8.1259235338833458e-01  -8.1261237633043415e-01
  -8.1260517316671599e-01  -8.1259223631002542e-01  -8.1261304768959364e-01
  -8.1260555716565919e-01  -8.1259211462479597e-01  -8.1261374556319377e-01
  -8.1260595633143218e-01  -8.1259198815044020e-01  -8.1261447100260653e-01
  -8.1260637130298252e-01  -8.1259185669748846e-01  -8.1261522510045092e-01
  -8.1260680274764341e-01  -8.1259172006893809e-01  -8.1261600899208075e-01
